job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred
1097,Clark PLC,Retail,NLP Engineer,"GCP, Scikit-learn, CUDA, R, AWS, Pandas",Mid,Internship,"New Austin, BZ",120849-175578,20-03-2025,Startup,TensorFlow
1098,Lynch-Coffey,Automotive,ML Engineer,"Azure, R, Hugging Face, SQL, MLflow, Flask",Entry,Internship,"Deborahton, CV",114398-162569,11-10-2023,Large,"TensorFlow, LangChain"
1099,Archer Ltd,Tech,AI Product Manager,"Keras, Azure, C++, Reinforcement Learning, Hugging Face",Entry,Remote,"Allisonview, ET",102033-129786,16-09-2024,Mid,Scikit-learn
1100,"Estrada, Perry and Jackson",E-commerce,AI Product Manager,"NumPy, Hugging Face, CUDA, Flask",Mid,Internship,"Eatonmouth, PW",109096-152219,13-10-2023,Startup,"TensorFlow, BigQuery"
1101,Shelton-Ellison,Healthcare,NLP Engineer,"FastAPI, C++, R, Scikit-learn, GCP, Flask",Mid,Internship,"Davistown, NA",42116-124383,21-06-2024,Large,"PyTorch, FastAPI, MLflow"
1102,Montgomery Inc,Finance,Data Scientist,"Power BI, R, Python, C++, SQL",Entry,Internship,"Danielside, SZ",101352-179549,25-07-2024,Large,KDB+
1103,"Rios, Evans and Foster",Retail,AI Researcher,"R, Python, Reinforcement Learning",Senior,Full-time,"Hernandezland, ZA",66107-154510,21-11-2024,Large,"FastAPI, PyTorch"
1104,"Garcia, Lopez and Santiago",Finance,NLP Engineer,"LangChain, Azure, PyTorch, FastAPI",Senior,Remote,"New Jared, BB",47058-61355,03-12-2024,Mid,Scikit-learn
1105,Bell Group,Finance,AI Researcher,"Hugging Face, GCP, FastAPI",Entry,Full-time,"Nicholaschester, KE",134451-175964,11-11-2023,Startup,LangChain
1106,Stevens-Foster,Tech,Data Analyst,"Power BI, Python, Pandas, AWS",Entry,Full-time,"Blairside, GH",65526-112033,13-03-2024,Startup,"Scikit-learn, PyTorch, BigQuery"
1107,Sawyer PLC,E-commerce,NLP Engineer,"Hugging Face, Azure, SQL",Mid,Internship,"Bryceport, AO",98233-144034,17-01-2025,Large,"MLflow, BigQuery, PyTorch"
1108,Hurley-Scott,Healthcare,Quant Researcher,"R, CUDA, Reinforcement Learning",Senior,Internship,"West Christian, SO",63107-93304,24-07-2024,Startup,"TensorFlow, BigQuery, MLflow"
1109,Black-Bennett,Tech,Quant Researcher,"Reinforcement Learning, Hugging Face, CUDA, MLflow, AWS, PyTorch",Mid,Contract,"Lake Toddmouth, IN",111226-163698,13-09-2024,Mid,"LangChain, TensorFlow, KDB+"
1110,Perez Group,Tech,AI Product Manager,"Scikit-learn, Pandas, FastAPI, AWS, Python",Mid,Contract,"South Erikchester, GA",75074-155545,11-11-2023,Large,"FastAPI, LangChain"
1111,"Saunders, Bradford and Sharp",E-commerce,Quant Researcher,"Pandas, Excel, Flask, LangChain, Scikit-learn, TensorFlow",Mid,Full-time,"Port Meganstad, GW",80973-145159,03-10-2023,Large,"KDB+, LangChain, PyTorch"
1112,Hudson-Gordon,Education,Quant Researcher,"FastAPI, SQL, Scikit-learn",Mid,Contract,"Port Erikaburgh, PG",93507-119377,27-04-2024,Startup,LangChain
1113,"Nelson, Maddox and Klein",Finance,ML Engineer,"Flask, MLflow, Scikit-learn",Senior,Internship,"Philipmouth, GQ",50076-79334,21-10-2024,Large,"Scikit-learn, FastAPI"
1114,"Clark, Price and Dickson",Automotive,Data Scientist,"C++, Keras, Pandas",Entry,Contract,"Lake Misty, MZ",134300-219809,06-04-2025,Mid,"Scikit-learn, FastAPI, TensorFlow"
1115,Gonzalez PLC,Tech,NLP Engineer,"Keras, Azure, C++",Entry,Internship,"Campbellmouth, IN",97395-189060,23-12-2024,Large,"FastAPI, LangChain"
1116,Pierce Inc,Automotive,NLP Engineer,"C++, CUDA, Power BI, TensorFlow",Senior,Internship,"Collierchester, PH",144238-220052,14-01-2024,Mid,"Scikit-learn, TensorFlow"
1117,"House, Bond and Myers",E-commerce,Data Scientist,"R, C++, SQL, GCP, MLflow, TensorFlow",Mid,Contract,"West Cathy, PG",149741-230920,04-07-2024,Large,"LangChain, MLflow, TensorFlow"
1118,Johns Inc,Retail,AI Researcher,"LangChain, Reinforcement Learning, Flask",Senior,Contract,"Rodriguezstad, GN",106079-137034,08-12-2023,Mid,"KDB+, TensorFlow, FastAPI"
1119,"Matthews, Mcdowell and Reynolds",Automotive,Computer Vision Engineer,"Reinforcement Learning, Excel, Power BI, Hugging Face",Senior,Remote,"Port Jeffstad, MD",98445-165573,27-11-2024,Startup,"TensorFlow, Scikit-learn"
1120,Navarro-Costa,Retail,ML Engineer,"C++, TensorFlow, FastAPI, AWS, Reinforcement Learning",Senior,Contract,"Lawrenceton, BG",43140-88722,17-09-2024,Startup,"KDB+, PyTorch"
1121,Morris Inc,Education,AI Product Manager,"Scikit-learn, LangChain, MLflow, Flask",Mid,Remote,"Zunigaside, DM",52046-121333,29-01-2024,Large,"KDB+, LangChain, Scikit-learn"
1122,"Miller, Pena and Spencer",E-commerce,AI Product Manager,"Keras, FastAPI, Scikit-learn, R, Hugging Face, PyTorch",Entry,Remote,"East Timothy, BF",99858-123912,27-01-2025,Startup,"MLflow, PyTorch"
1123,"Davis, Sosa and Greene",Finance,Quant Researcher,"Keras, Pandas, R, Excel, SQL",Mid,Contract,"North Kristafort, CV",88347-162648,22-04-2024,Mid,"MLflow, PyTorch, BigQuery"
1124,"Klein, Jordan and Lang",E-commerce,NLP Engineer,"AWS, GCP, Azure",Entry,Remote,"Scottport, SZ",111367-142733,11-12-2024,Large,"TensorFlow, MLflow, LangChain"
1125,"Valdez, Nguyen and Espinoza",Healthcare,Data Analyst,"Power BI, R, LangChain, C++",Entry,Full-time,"Andreatown, SR",78429-144042,04-08-2025,Mid,"BigQuery, KDB+"
1126,Patterson-Salazar,Education,Computer Vision Engineer,"C++, Hugging Face, Flask",Senior,Remote,"Port Nicholas, KW",134633-217031,27-02-2025,Large,"PyTorch, BigQuery"
1127,"Thomas, Greene and Munoz",Retail,ML Engineer,"CUDA, FastAPI, Power BI",Senior,Internship,"Lake Jaime, VA",112953-211579,17-10-2024,Mid,"FastAPI, LangChain"
1128,Torres Ltd,Education,NLP Engineer,"Flask, GCP, C++",Mid,Contract,"Grahambury, BR",144779-159980,14-12-2023,Mid,FastAPI
1129,"Young, Peterson and Wood",Finance,Data Scientist,"Flask, Pandas, PyTorch, Excel",Entry,Contract,"New Masonton, KI",117277-164138,05-09-2025,Mid,"FastAPI, TensorFlow"
1130,Reilly PLC,Retail,NLP Engineer,"Reinforcement Learning, LangChain, Excel, Pandas, Python, Flask",Mid,Internship,"Cabrerafort, GW",53255-64684,16-09-2025,Mid,"TensorFlow, PyTorch"
1131,Woods-Kelly,Retail,Data Scientist,"C++, Python, R, Excel",Entry,Internship,"Millerborough, AL",113739-165657,05-06-2024,Startup,KDB+
1132,Moss-Jackson,Retail,Computer Vision Engineer,"LangChain, Pandas, TensorFlow, CUDA",Mid,Remote,"Christopherton, TM",64726-112277,24-10-2024,Mid,"LangChain, KDB+"
1133,Johnson and Sons,Education,NLP Engineer,"MLflow, Flask, AWS",Entry,Contract,"Joneschester, LK",47268-62862,23-11-2023,Startup,"PyTorch, MLflow, TensorFlow"
1134,Green Group,Automotive,Computer Vision Engineer,"SQL, AWS, Power BI, NumPy, Reinforcement Learning",Senior,Internship,"Ramostown, BI",119846-164604,19-06-2025,Startup,FastAPI
1135,Evans LLC,Automotive,AI Product Manager,"Pandas, SQL, Power BI, Python, Reinforcement Learning",Senior,Internship,"Port Kelsey, KI",66099-141841,05-11-2023,Mid,"PyTorch, TensorFlow, Scikit-learn"
1136,Chambers PLC,Tech,AI Product Manager,"NumPy, Power BI, LangChain, GCP, Python",Mid,Contract,"Johnberg, VC",72050-137819,31-03-2024,Mid,"PyTorch, MLflow, BigQuery"
1137,Conner-Young,Education,AI Product Manager,"Azure, Python, FastAPI",Entry,Remote,"Port Amandaburgh, GA",90239-170922,24-03-2025,Startup,BigQuery
1138,Morris LLC,Automotive,Data Analyst,"Scikit-learn, LangChain, Hugging Face, SQL, Azure, MLflow",Senior,Remote,"East Barrybury, GA",94397-178121,02-08-2024,Large,"LangChain, FastAPI, KDB+"
1139,Hawkins-Valdez,Finance,ML Engineer,"CUDA, SQL, NumPy, Python, Flask",Senior,Internship,"Roseton, VE",110310-161110,18-07-2024,Startup,FastAPI
1140,Vance-Mcdowell,Finance,NLP Engineer,"LangChain, CUDA, Excel, Flask",Entry,Internship,"Port Jessica, SG",55784-143211,12-05-2024,Mid,"MLflow, FastAPI"
1141,Wright LLC,Finance,Quant Researcher,"AWS, Flask, MLflow, FastAPI, Azure",Senior,Remote,"Sandrastad, IE",149975-199905,11-04-2024,Large,"LangChain, KDB+"
1142,Silva LLC,Automotive,Data Analyst,"CUDA, Hugging Face, SQL, GCP, C++, Python",Mid,Internship,"Lewisburgh, BF",82338-95759,17-08-2025,Mid,"PyTorch, BigQuery"
1143,"Sanders, Rodriguez and Meyers",Finance,Quant Researcher,"SQL, LangChain, Hugging Face, R",Mid,Remote,"Port Kathyton, GQ",76484-111575,28-11-2024,Large,FastAPI
1144,Allen Group,E-commerce,NLP Engineer,"TensorFlow, NumPy, GCP, Power BI, FastAPI",Entry,Internship,"Williamsville, MG",147639-215331,22-09-2024,Startup,PyTorch
1145,Webb LLC,Education,ML Engineer,"C++, Hugging Face, Excel, GCP, TensorFlow, FastAPI",Mid,Contract,"Sylviaport, BS",63255-108370,10-10-2024,Mid,"KDB+, MLflow"
1146,Harris-Brown,E-commerce,ML Engineer,"FastAPI, Azure, MLflow, PyTorch, Excel",Entry,Remote,"East Kimberlyview, ME",129625-193613,24-07-2025,Startup,PyTorch
1147,Stewart-White,Retail,Data Scientist,"Azure, MLflow, Hugging Face, GCP, Keras",Entry,Remote,"West Amber, HU",136317-195529,25-07-2025,Large,"Scikit-learn, PyTorch, LangChain"
1148,"Roberts, Ford and Davis",Retail,AI Product Manager,"Power BI, MLflow, SQL, AWS",Mid,Full-time,"Hannahfort, LS",148403-180220,30-06-2024,Mid,"KDB+, LangChain, BigQuery"
1149,"Garcia, Blake and Gardner",Healthcare,Data Analyst,"NumPy, R, Excel, Scikit-learn, Flask, LangChain",Senior,Full-time,"North Cassandraborough, FJ",142640-167377,17-04-2024,Large,KDB+
1150,Brown-Fisher,Automotive,ML Engineer,"C++, Excel, TensorFlow, PyTorch",Entry,Internship,"Lake Ruthport, JM",143807-217646,24-02-2025,Startup,FastAPI
1151,Hayes PLC,Finance,Computer Vision Engineer,"Pandas, C++, Power BI, Hugging Face, Excel",Entry,Internship,"South Michael, GE",83586-94806,01-07-2024,Mid,"KDB+, PyTorch, BigQuery"
1152,"Mccoy, Barnes and Mercado",Automotive,NLP Engineer,"Pandas, Scikit-learn, NumPy",Senior,Full-time,"New Richardburgh, PS",147570-214641,25-03-2025,Startup,FastAPI
1153,Herrera and Sons,Healthcare,ML Engineer,"MLflow, AWS, Flask, SQL, Azure",Entry,Full-time,"East Michael, AO",130398-148438,23-10-2024,Mid,"LangChain, KDB+"
1154,Smith-Hansen,Retail,Quant Researcher,"Excel, Reinforcement Learning, TensorFlow, SQL",Mid,Full-time,"North Michellestad, ME",126850-203760,23-11-2023,Startup,"TensorFlow, FastAPI, MLflow"
1155,"Goodman, Watson and Norman",Tech,AI Researcher,"PyTorch, R, Python, GCP, CUDA, C++",Senior,Internship,"Davidshire, ES",63340-150275,10-04-2024,Large,KDB+
1156,Bennett PLC,Tech,Data Analyst,"Flask, LangChain, Reinforcement Learning",Senior,Internship,"West Jennifertown, NP",52424-142189,19-08-2024,Mid,"TensorFlow, LangChain"
1157,Brady-Jones,Education,Quant Researcher,"LangChain, GCP, Keras",Mid,Contract,"Jasonbury, HT",41157-118700,24-02-2024,Large,TensorFlow
1158,Walker and Sons,Finance,AI Product Manager,"MLflow, PyTorch, SQL, TensorFlow",Mid,Contract,"New Amber, CL",134795-155851,05-03-2025,Startup,"MLflow, LangChain, FastAPI"
1159,Bautista LLC,Automotive,Data Scientist,"GCP, Pandas, AWS, Azure, Flask, PyTorch",Entry,Contract,"Douglasberg, FM",147660-165793,05-05-2025,Startup,"FastAPI, KDB+, MLflow"
1160,Church Ltd,Healthcare,ML Engineer,"GCP, Pandas, Python",Entry,Contract,"Jonathanland, FJ",68918-165624,17-01-2024,Mid,"KDB+, LangChain, MLflow"
1161,Smith LLC,Healthcare,ML Engineer,"SQL, Pandas, CUDA, LangChain, Excel",Senior,Full-time,"New Sandraland, ZM",80600-149326,08-12-2023,Large,"TensorFlow, MLflow"
1162,"Acosta, Williams and Carter",Finance,AI Researcher,"Python, R, Reinforcement Learning, Azure",Mid,Contract,"Wrightland, ZW",60613-118504,16-01-2024,Mid,"Scikit-learn, FastAPI"
1163,"Thornton, Pittman and Torres",Automotive,Computer Vision Engineer,"AWS, TensorFlow, CUDA, MLflow",Senior,Remote,"Bowmanton, AG",91079-126568,14-01-2025,Mid,"BigQuery, Scikit-learn"
1164,Palmer Group,Retail,Quant Researcher,"R, SQL, CUDA, Keras, AWS, Power BI",Mid,Contract,"Samanthahaven, CA",52422-78293,02-02-2024,Startup,"KDB+, LangChain"
1165,"Smith, Hancock and Bolton",Education,Data Scientist,"Pandas, NumPy, TensorFlow, SQL",Senior,Internship,"Nicholasville, KN",81248-174992,23-05-2024,Mid,"KDB+, LangChain, BigQuery"
1166,"Shaffer, Wright and Morgan",Automotive,AI Product Manager,"Power BI, SQL, TensorFlow",Senior,Internship,"South Richardtown, KP",67293-82384,02-05-2025,Mid,Scikit-learn
1167,Proctor Inc,Tech,Data Scientist,"Excel, Scikit-learn, PyTorch, C++, GCP",Mid,Contract,"Jeffreystad, GW",78872-152783,30-06-2024,Large,KDB+
1168,"Ross, Barrera and Winters",E-commerce,NLP Engineer,"LangChain, SQL, NumPy, R, Power BI",Entry,Internship,"East Seanview, GB",122910-136367,07-10-2023,Startup,"FastAPI, MLflow, Scikit-learn"
1169,"Hernandez, Collins and Smith",Retail,Data Scientist,"Scikit-learn, Reinforcement Learning, TensorFlow",Entry,Internship,"Lake Jessicaside, DJ",100828-139590,19-09-2025,Mid,"KDB+, LangChain"
1170,"Nguyen, Shaffer and Thompson",Automotive,Computer Vision Engineer,"SQL, CUDA, Reinforcement Learning, Excel",Mid,Internship,"South Danielle, TH",52943-87718,12-03-2024,Startup,"BigQuery, TensorFlow, KDB+"
1171,"Nguyen, Brown and Edwards",Finance,Data Scientist,"TensorFlow, MLflow, SQL, PyTorch",Mid,Full-time,"Port Victoriaburgh, PG",84079-116621,04-04-2024,Large,MLflow
1172,Bartlett Group,Healthcare,Quant Researcher,"Scikit-learn, TensorFlow, Azure, CUDA",Senior,Full-time,"West Robin, PY",77131-153891,02-08-2024,Large,"KDB+, TensorFlow, Scikit-learn"
1173,"Moran, Ellis and Vargas",E-commerce,AI Product Manager,"Pandas, AWS, GCP, SQL, Azure, NumPy",Mid,Contract,"New Sethtown, ZW",64114-80848,03-01-2025,Mid,TensorFlow
1174,"Porter, Hernandez and Hall",Tech,AI Product Manager,"MLflow, Keras, Scikit-learn, R, GCP",Mid,Full-time,"Ambertown, LV",94393-193885,27-03-2024,Startup,"KDB+, TensorFlow, FastAPI"
1175,Hunter and Sons,Automotive,AI Product Manager,"SQL, Scikit-learn, Reinforcement Learning, MLflow, Pandas",Senior,Full-time,"South Jasonville, RO",130255-148523,21-11-2024,Large,"MLflow, LangChain"
1176,Moore Ltd,Education,ML Engineer,"NumPy, GCP, SQL, CUDA, PyTorch",Mid,Internship,"Garyville, BZ",116734-214659,28-10-2024,Mid,"BigQuery, MLflow, TensorFlow"
1177,Diaz-Gray,Education,AI Product Manager,"Excel, GCP, C++, NumPy, Hugging Face",Senior,Full-time,"West Justinside, KI",148619-160261,09-09-2024,Mid,"PyTorch, BigQuery, Scikit-learn"
1178,Poole-Scott,Education,Data Analyst,"MLflow, LangChain, Excel, C++",Entry,Contract,"Kellyhaven, GQ",95762-123849,20-07-2025,Startup,"Scikit-learn, BigQuery"
1179,"Bishop, Finley and Duran",Healthcare,Computer Vision Engineer,"C++, CUDA, Keras, Excel",Mid,Contract,"South Meganfort, CZ",144929-213298,03-05-2025,Mid,"PyTorch, LangChain, MLflow"
1180,Rivera Group,Healthcare,AI Product Manager,"CUDA, Pandas, MLflow, Azure, Flask",Entry,Full-time,"Port Jennifer, CF",64077-123461,20-12-2023,Mid,"MLflow, FastAPI, Scikit-learn"
1181,Blanchard LLC,E-commerce,Data Scientist,"LangChain, Python, Excel, C++, FastAPI",Entry,Contract,"North Robertberg, CL",84270-128757,17-03-2025,Startup,"LangChain, KDB+"
1182,"Herman, Rivera and Gonzalez",Retail,Data Analyst,"AWS, Reinforcement Learning, Azure, Python, TensorFlow",Mid,Remote,"East Jessica, PG",134675-230472,03-02-2025,Mid,"Scikit-learn, LangChain, BigQuery"
1183,"Mcmillan, Jensen and Olson",Tech,AI Product Manager,"Reinforcement Learning, Keras, R, MLflow, Power BI, Flask",Mid,Full-time,"Rachelmouth, EG",60301-147093,09-01-2025,Startup,LangChain
1184,"Mcbride, Davenport and Kidd",Tech,Data Scientist,"Keras, NumPy, GCP",Senior,Full-time,"Port Leahland, GQ",80142-137381,09-02-2025,Mid,"LangChain, Scikit-learn"
1185,"Lane, Diaz and Khan",Automotive,AI Researcher,"AWS, Flask, SQL, Keras, Excel",Entry,Contract,"Melaniemouth, RS",139587-157245,30-08-2024,Startup,"MLflow, PyTorch"
1186,Taylor LLC,Tech,AI Researcher,"TensorFlow, Reinforcement Learning, C++, Power BI, LangChain",Entry,Full-time,"Lopezfurt, AD",132458-195780,01-08-2025,Large,"TensorFlow, LangChain"
1187,"Moss, Simmons and Elliott",Finance,ML Engineer,"Power BI, Azure, Hugging Face, Python, C++, R",Entry,Contract,"Matthewville, US",44138-83858,30-08-2025,Large,"LangChain, TensorFlow, MLflow"
1188,"Crane, Robles and Arias",Automotive,ML Engineer,"TensorFlow, Reinforcement Learning, SQL, NumPy, Python",Entry,Contract,"New Michaelmouth, KR",85552-135909,01-06-2024,Mid,"FastAPI, TensorFlow"
1189,Martinez-Fuller,Finance,Data Scientist,"Scikit-learn, GCP, NumPy, Flask, Excel, AWS",Entry,Remote,"Ruizbury, NZ",78016-138883,23-03-2024,Startup,"FastAPI, Scikit-learn"
1190,Wood-Johnson,Finance,AI Researcher,"AWS, NumPy, LangChain, Scikit-learn, FastAPI",Senior,Remote,"Gailland, SK",132214-163110,03-10-2023,Mid,"TensorFlow, Scikit-learn, PyTorch"
1191,Martin Group,Retail,ML Engineer,"CUDA, Power BI, LangChain, Scikit-learn",Senior,Full-time,"Lake Nicole, GT",139424-155189,30-04-2024,Large,"BigQuery, MLflow"
1192,"Morrison, Wallace and Wade",Retail,AI Researcher,"PyTorch, Power BI, Pandas, Scikit-learn",Mid,Internship,"East Cheryl, PG",77201-136368,21-12-2023,Startup,"MLflow, LangChain, Scikit-learn"
1193,"Villa, Hall and Bishop",Automotive,Data Analyst,"LangChain, Power BI, AWS, TensorFlow",Mid,Contract,"New Garytown, FI",53641-106882,21-10-2024,Startup,MLflow
1194,Kennedy-Davis,E-commerce,Data Scientist,"Keras, Python, Power BI, GCP",Senior,Contract,"East Jessicaport, CG",54875-88396,02-02-2025,Mid,"BigQuery, FastAPI, PyTorch"
1195,Anderson Group,E-commerce,Data Scientist,"LangChain, Pandas, Scikit-learn, MLflow, C++",Mid,Contract,"Turnerville, AO",71896-133164,27-01-2024,Mid,PyTorch
1196,"Price, Moore and Kidd",E-commerce,Computer Vision Engineer,"FastAPI, Excel, Scikit-learn, Pandas, PyTorch, Hugging Face",Entry,Full-time,"Rachelview, KH",54199-121277,09-02-2024,Startup,"TensorFlow, BigQuery, MLflow"
1197,Carroll Group,Automotive,NLP Engineer,"C++, AWS, NumPy, SQL",Mid,Remote,"West Monica, TT",58539-140291,19-05-2025,Startup,KDB+
1198,Woods-French,Healthcare,AI Researcher,"TensorFlow, Python, Reinforcement Learning",Mid,Internship,"South Meagan, GQ",81361-133784,31-12-2023,Startup,"PyTorch, Scikit-learn, KDB+"
1199,"Miller, Gonzalez and Kelly",Retail,Data Scientist,"Reinforcement Learning, Flask, C++, Azure, Hugging Face, Python",Senior,Remote,"Kellyborough, PA",107193-148881,26-10-2023,Startup,Scikit-learn
1200,Marquez and Sons,Education,Data Scientist,"TensorFlow, Scikit-learn, NumPy, C++, Hugging Face",Entry,Contract,"Pooleview, NL",101110-159072,31-03-2025,Large,"FastAPI, MLflow, PyTorch"
1201,"Anderson, Lucas and Clements",Retail,Quant Researcher,"SQL, AWS, TensorFlow",Entry,Full-time,"West Bethanyshire, HU",136800-229914,21-09-2024,Mid,PyTorch
1202,Williams LLC,Tech,ML Engineer,"Hugging Face, Pandas, SQL",Mid,Internship,"East Nicholeberg, DE",124475-186998,25-03-2025,Startup,"MLflow, PyTorch, BigQuery"
1203,Braun Inc,Tech,Data Scientist,"NumPy, TensorFlow, Pandas, CUDA",Senior,Internship,"Brooksbury, GE",132410-187652,08-08-2024,Large,BigQuery
1204,"Williams, Carter and Wilson",E-commerce,NLP Engineer,"C++, Pandas, Keras, Excel",Mid,Full-time,"Juliemouth, TR",112490-177711,06-11-2023,Startup,"MLflow, KDB+, Scikit-learn"
1205,Howard-Farrell,Retail,Quant Researcher,"Scikit-learn, Excel, Flask",Entry,Internship,"Fishershire, CN",87425-138303,11-07-2025,Mid,FastAPI
1206,Richards-Adams,Finance,Quant Researcher,"FastAPI, C++, NumPy, Flask",Entry,Contract,"Lake Kathleenville, AZ",67422-166675,17-08-2024,Large,"MLflow, LangChain"
1207,Olson Group,Automotive,Data Scientist,"SQL, Pandas, Flask",Senior,Remote,"East Nicole, GA",60629-128509,25-01-2025,Mid,"FastAPI, MLflow, BigQuery"
1208,Montgomery-Castro,Automotive,Data Analyst,"MLflow, Keras, C++, Reinforcement Learning",Mid,Internship,"South Michelebury, AO",141368-183538,05-10-2023,Startup,"LangChain, FastAPI"
1209,Cannon Group,E-commerce,AI Researcher,"Hugging Face, Flask, Pandas, SQL, TensorFlow",Entry,Remote,"Port Andrew, AF",125075-152579,03-10-2024,Startup,"FastAPI, MLflow, LangChain"
1210,Green-Freeman,Education,Data Scientist,"GCP, LangChain, Scikit-learn, NumPy, Pandas",Mid,Full-time,"East Edwardtown, ME",140375-183044,11-01-2024,Mid,"FastAPI, TensorFlow, MLflow"
1211,"Sullivan, Spencer and Holland",Finance,Quant Researcher,"FastAPI, TensorFlow, Hugging Face, SQL, Azure, Reinforcement Learning",Entry,Internship,"Thomasfurt, VA",58608-145805,28-09-2023,Startup,"Scikit-learn, MLflow, FastAPI"
1212,Barrett-Smith,Automotive,ML Engineer,"SQL, R, AWS",Mid,Internship,"Jessicachester, MW",51771-68566,01-01-2025,Mid,"MLflow, BigQuery, FastAPI"
1213,Vargas-Rodriguez,Automotive,Data Analyst,"AWS, C++, Hugging Face, Azure, TensorFlow, MLflow",Senior,Internship,"Debraton, GT",87515-163452,20-06-2024,Startup,"KDB+, BigQuery"
1214,Gaines-Vance,Healthcare,NLP Engineer,"TensorFlow, MLflow, CUDA",Entry,Remote,"Cervantesmouth, FM",140185-236787,10-09-2025,Large,"MLflow, TensorFlow, FastAPI"
1215,"Brown, Fox and Stokes",Healthcare,AI Product Manager,"Flask, CUDA, Hugging Face, MLflow, FastAPI",Mid,Internship,"Marcmouth, CN",52829-97624,13-08-2025,Mid,LangChain
1216,Sparks-Garrison,E-commerce,Data Analyst,"FastAPI, GCP, C++",Entry,Internship,"New Andreastad, RO",132513-230452,12-07-2024,Mid,"FastAPI, LangChain"
1217,"Payne, Swanson and Silva",Automotive,AI Researcher,"TensorFlow, Power BI, Scikit-learn, Excel",Entry,Remote,"North Jamesside, YE",84716-150208,22-12-2024,Mid,"FastAPI, PyTorch"
1218,Vargas-Edwards,Tech,Data Analyst,"Power BI, GCP, Scikit-learn",Entry,Internship,"Adamtown, CH",57691-76940,08-01-2025,Large,"KDB+, LangChain"
1219,Huynh PLC,Retail,AI Researcher,"R, Keras, Azure, AWS, NumPy, GCP",Entry,Internship,"West Christopher, QA",124533-208279,15-12-2024,Mid,"LangChain, BigQuery, Scikit-learn"
1220,"Griffith, Ruiz and Jones",Healthcare,AI Product Manager,"SQL, FastAPI, CUDA, GCP, LangChain, Scikit-learn",Entry,Internship,"West Christina, BW",91133-152395,14-04-2024,Startup,TensorFlow
1221,Flowers Group,Healthcare,Computer Vision Engineer,"NumPy, R, CUDA, MLflow, Azure, PyTorch",Mid,Full-time,"New Robin, NR",45671-90178,03-10-2023,Mid,"BigQuery, KDB+"
1222,Deleon PLC,Finance,ML Engineer,"Power BI, Keras, TensorFlow",Senior,Contract,"North Brendaview, SE",82804-138709,17-11-2023,Mid,"LangChain, Scikit-learn"
1223,Mcintosh-Mitchell,Tech,ML Engineer,"Keras, Power BI, TensorFlow, Excel, SQL, LangChain",Entry,Internship,"North John, YE",91610-132764,28-07-2024,Mid,"MLflow, Scikit-learn, FastAPI"
1224,Davies-Valentine,Finance,Quant Researcher,"AWS, GCP, Keras, SQL, Pandas, Python",Entry,Full-time,"Dixontown, BY",68574-108118,29-08-2024,Large,"PyTorch, Scikit-learn"
1225,Collins Group,Retail,NLP Engineer,"Azure, PyTorch, LangChain",Entry,Internship,"Brandonville, FR",124562-213852,07-01-2024,Mid,"LangChain, MLflow"
1226,Fields-Ramirez,Education,AI Researcher,"Hugging Face, LangChain, R, Python, SQL, TensorFlow",Mid,Internship,"East Alexandratown, BT",86589-178866,16-03-2024,Large,BigQuery
1227,"Christensen, Heath and Lopez",Education,Quant Researcher,"SQL, Scikit-learn, GCP",Mid,Remote,"Mcdonaldview, TT",93501-130789,07-03-2024,Startup,"LangChain, BigQuery, MLflow"
1228,Cross-Randall,E-commerce,Data Analyst,"Hugging Face, R, TensorFlow",Entry,Contract,"Brianshire, KE",57590-85895,09-12-2024,Large,"TensorFlow, LangChain"
1229,Brewer-Bruce,Finance,Quant Researcher,"TensorFlow, Hugging Face, CUDA, PyTorch",Entry,Contract,"New Donnaville, AG",142708-157155,28-06-2024,Mid,"BigQuery, MLflow, FastAPI"
1230,"Henderson, Owens and Jones",Finance,AI Product Manager,"FastAPI, Python, MLflow, R, TensorFlow",Mid,Internship,"Sullivanborough, TH",140520-166869,11-03-2024,Startup,"Scikit-learn, LangChain"
1231,Lee-Davis,Tech,AI Product Manager,"Excel, Pandas, Power BI, NumPy, Reinforcement Learning, C++",Senior,Internship,"Gonzalesland, UZ",93505-152567,25-03-2024,Startup,Scikit-learn
1232,Watson-Fernandez,Healthcare,Data Scientist,"Flask, Python, C++, Azure",Entry,Full-time,"Mosesland, FJ",137712-152412,17-06-2024,Startup,"FastAPI, Scikit-learn"
1233,"Benjamin, Jordan and Larsen",Education,AI Product Manager,"Scikit-learn, MLflow, Keras, Hugging Face",Senior,Full-time,"New Angelton, SM",100873-150041,16-04-2024,Mid,"PyTorch, FastAPI"
1234,Moore LLC,Finance,Data Scientist,"R, NumPy, Hugging Face, TensorFlow",Senior,Internship,"Willischester, ET",86191-119779,06-10-2024,Startup,KDB+
1235,"Wilson, Roberts and Frank",E-commerce,Data Scientist,"PyTorch, Azure, Flask, SQL, Power BI, TensorFlow",Entry,Full-time,"Port Amy, FJ",107174-166157,15-12-2023,Large,"Scikit-learn, LangChain"
1236,"Hernandez, Long and Hutchinson",E-commerce,AI Product Manager,"GCP, C++, R, Pandas",Senior,Remote,"Hayesport, CH",133743-163382,14-06-2025,Startup,"MLflow, KDB+, LangChain"
